021-07-07 13:18:48,200 - DEBUG - Using function toMarkdown
2021-09-15 15:44:22,303 - DEBUG - Using function getAmount
2021-09-15 15:44:22,305 - DEBUG - Using function getType
2021-09-15 15:46:22,720 - DEBUG - Using function parseText
2021-09-15 15:46:22,720 - DEBUG - Using function getCurrency
2021-09-15 15:46:22,720 - DEBUG - Using function getAmount
2021-09-15 15:46:22,876 - DEBUG - Using function getType
2021-09-15 15:46:22,877 - DEBUG - Using function getCurrency
2021-09-15 15:46:22,877 - DEBUG - Using function injectData
2021-09-15 15:46:22,879 - INFO - Expense ca7c61b4-9412-4205-a070-6d3fee2e3da1 added to the databse for user testUser
2021-09-15 15:46:22,886 - DEBUG - Using function parseText
2021-09-15 15:46:22,886 - DEBUG - Using function getCurrency
2021-09-15 15:46:22,886 - DEBUG - Using function getAmount
2021-09-15 15:46:22,886 - DEBUG - Using function getType
2021-09-15 15:46:22,886 - DEBUG - Using function getCurrency
2021-09-15 15:46:22,887 - DEBUG - Using function injectData
2021-09-15 15:46:22,888 - INFO - Expense 53166475-c4d3-40a4-b6cb-8c838a080371 added to the databse for user testUser
2021-09-15 15:46:22,891 - DEBUG - Using function checkCompletion
2021-09-15 15:46:22,893 - DEBUG - Using function checkCompletion
2021-09-15 15:46:22,893 - INFO - Missing: ['receipt']
2021-09-15 15:46:22,895 - DEBUG - Using function checkCompletion
2021-09-15 15:46:22,899 - DEBUG - Using function parseText
2021-09-15 15:46:22,899 - DEBUG - Using function getCurrency
2021-09-15 15:46:22,900 - DEBUG - Using function getAmount
2021-09-15 15:46:22,900 - DEBUG - Using function getType
2021-09-15 15:46:22,900 - DEBUG - Using function getCurrency
2021-09-15 15:46:22,902 - DEBUG - Using function parseText
2021-09-15 15:46:22,902 - DEBUG - Using function getCurrency
2021-09-15 15:46:22,902 - DEBUG - Using function getAmount
2021-09-15 15:46:22,902 - DEBUG - Using function getType
2021-09-15 15:46:22,902 - DEBUG - Using function getCurrency
2021-09-15 15:46:22,904 - DEBUG - Using function parseText
2021-09-15 15:46:22,905 - DEBUG - Using function getCurrency
2021-09-15 15:46:22,905 - DEBUG - Using function getAmount
2021-09-15 15:46:23,062 - DEBUG - Using function getType
2021-09-15 15:46:23,062 - DEBUG - Using function getCurrency
2021-09-15 15:46:23,067 - DEBUG - Using function getAmount
2021-09-15 15:46:23,068 - DEBUG - Using function getAmount
2021-09-15 15:46:23,070 - DEBUG - Using function getAmount
2021-09-15 15:46:23,071 - DEBUG - Using function getType
2021-09-15 15:54:25,971 - DEBUG - Using function checkCompletion
2021-09-15 15:55:55,772 - DEBUG - Using function checkCompletion
2021-09-15 15:55:55,775 - DEBUG - Using function checkCompletion
2021-09-15 15:55:55,776 - INFO - Missing: ['receipt']
2021-09-15 15:55:55,779 - DEBUG - Using function checkCompletion
2021-09-15 15:55:55,782 - DEBUG - Using function parseText
2021-09-15 15:55:55,783 - DEBUG - Using function getCurrency
2021-09-15 15:55:55,783 - DEBUG - Using function getAmount
2021-09-15 15:55:55,784 - DEBUG - Using function getType
2021-09-15 15:55:55,785 - DEBUG - Using function getCurrency
2021-09-15 15:55:55,790 - DEBUG - Using function parseText
2021-09-15 15:55:55,791 - DEBUG - Using function getCurrency
2021-09-15 15:55:55,791 - DEBUG - Using function getAmount
2021-09-15 15:55:55,792 - DEBUG - Using function getType
2021-09-15 15:55:55,792 - DEBUG - Using function getCurrency
2021-09-15 15:55:55,795 - DEBUG - Using function parseText
2021-09-15 15:55:55,796 - DEBUG - Using function getCurrency
2021-09-15 15:55:55,797 - DEBUG - Using function getAmount
2021-09-15 15:55:55,996 - DEBUG - Using function getType
2021-09-15 15:55:55,997 - DEBUG - Using function getCurrency
2021-09-15 15:55:56,003 - DEBUG - Using function getAmount
2021-09-15 15:55:56,005 - DEBUG - Using function getAmount
2021-09-15 15:55:56,008 - DEBUG - Using function getAmount
2021-09-15 15:55:56,010 - DEBUG - Using function getType
2021-09-15 15:55:56,192 - DEBUG - Using function parseText
2021-09-15 15:55:56,193 - DEBUG - Using function getCurrency
2021-09-15 15:55:56,193 - DEBUG - Using function getAmount
2021-09-15 15:55:56,391 - DEBUG - Using function getType
2021-09-15 15:55:56,392 - DEBUG - Using function getCurrency
2021-09-15 15:55:56,393 - DEBUG - Using function injectData
2021-09-15 15:55:56,402 - INFO - Expense 5b348af3-3efa-48fa-81d6-94f3c220f619 added to the databse for user testUser
2021-09-15 15:55:56,411 - DEBUG - Using function parseText
2021-09-15 15:55:56,411 - DEBUG - Using function getCurrency
2021-09-15 15:55:56,411 - DEBUG - Using function getAmount
2021-09-15 15:55:56,411 - DEBUG - Using function getType
2021-09-15 15:55:56,411 - DEBUG - Using function getCurrency
2021-09-15 15:55:56,411 - DEBUG - Using function injectData
2021-09-15 15:55:56,414 - INFO - Expense eac2de87-4a03-4444-8a4c-d2a83a2a3883 added to the databse for user testUser
2021-09-15 17:02:24,555 - DEBUG - Using function parseText
2021-09-15 17:02:24,556 - DEBUG - Using function getCurrency
2021-09-15 17:02:24,556 - DEBUG - Using function getAmount
2021-09-15 17:02:24,863 - DEBUG - Using function getType
2021-09-15 17:02:24,863 - DEBUG - Using function getCurrency
2021-09-15 17:02:24,863 - DEBUG - Using function injectData
2021-09-15 17:02:24,866 - INFO - Expense d505ac97-ce8c-44a5-ad00-2ff177663f23 added to the databse for user testUser
2021-09-15 17:02:24,872 - DEBUG - Using function parseText
2021-09-15 17:02:24,872 - DEBUG - Using function getCurrency
2021-09-15 17:02:24,873 - DEBUG - Using function getAmount
2021-09-15 17:02:24,873 - DEBUG - Using function getType
2021-09-15 17:02:24,873 - DEBUG - Using function getCurrency
2021-09-15 17:02:24,873 - DEBUG - Using function injectData
2021-09-15 17:02:24,874 - INFO - Expense 8850d8c8-09e6-4006-b4e4-bef9223976f9 added to the databse for user testUser
2021-09-15 17:02:24,877 - DEBUG - Using function checkCompletion
2021-09-15 17:02:24,879 - DEBUG - Using function checkCompletion
2021-09-15 17:02:24,879 - INFO - Missing: ['receipt']
2021-09-15 17:02:24,880 - DEBUG - Using function checkCompletion
2021-09-15 17:02:24,882 - DEBUG - Using function parseText
2021-09-15 17:02:24,882 - DEBUG - Using function getCurrency
2021-09-15 17:02:24,882 - DEBUG - Using function getAmount
2021-09-15 17:02:24,882 - DEBUG - Using function getType
2021-09-15 17:02:24,882 - DEBUG - Using function getCurrency
2021-09-15 17:02:24,884 - DEBUG - Using function parseText
2021-09-15 17:02:24,884 - DEBUG - Using function getCurrency
2021-09-15 17:02:24,884 - DEBUG - Using function getAmount
2021-09-15 17:02:24,884 - DEBUG - Using function getType
2021-09-15 17:02:24,884 - DEBUG - Using function getCurrency
2021-09-15 17:02:24,886 - DEBUG - Using function parseText
2021-09-15 17:02:24,886 - DEBUG - Using function getCurrency
2021-09-15 17:02:24,886 - DEBUG - Using function getAmount
2021-09-15 17:02:25,079 - DEBUG - Using function getType
2021-09-15 17:02:25,079 - DEBUG - Using function getCurrency
2021-09-15 17:02:25,083 - DEBUG - Using function getAmount
2021-09-15 17:02:25,084 - DEBUG - Using function getAmount
2021-09-15 17:02:25,085 - DEBUG - Using function getAmount
2021-09-15 17:02:25,086 - DEBUG - Using function getType
2021-09-15 17:04:54,174 - DEBUG - Using function parseText
2021-09-15 17:04:54,177 - DEBUG - Using function getCurrency
2021-09-15 17:04:54,178 - DEBUG - Using function getAmount
2021-09-15 17:04:54,353 - DEBUG - Using function getType
2021-09-15 17:04:54,354 - DEBUG - Using function getCurrency
2021-09-15 17:04:54,355 - DEBUG - Using function injectData
2021-09-15 17:04:54,368 - INFO - Expense c0a543a9-e057-467e-aa0d-5652bc141786 added to the databse for user testUser
2021-09-15 17:04:54,386 - DEBUG - Using function parseText
2021-09-15 17:04:54,386 - DEBUG - Using function getCurrency
2021-09-15 17:04:54,386 - DEBUG - Using function getAmount
2021-09-15 17:04:54,386 - DEBUG - Using function getType
2021-09-15 17:04:54,386 - DEBUG - Using function getCurrency
2021-09-15 17:04:54,387 - DEBUG - Using function injectData
2021-09-15 17:04:54,393 - INFO - Expense 59a601f1-a6cb-426c-b352-79aecb931644 added to the databse for user testUser
2021-09-15 17:04:54,403 - DEBUG - Using function checkCompletion
2021-09-15 17:04:54,420 - DEBUG - Using function checkCompletion
2021-09-15 17:04:54,420 - INFO - Missing: ['receipt']
2021-09-15 17:04:54,438 - DEBUG - Using function checkCompletion
2021-09-15 17:04:54,452 - DEBUG - Using function parseText
2021-09-15 17:04:54,454 - DEBUG - Using function getCurrency
2021-09-15 17:04:54,454 - DEBUG - Using function getAmount
2021-09-15 17:04:54,454 - DEBUG - Using function getType
2021-09-15 17:04:54,454 - DEBUG - Using function getCurrency
2021-09-15 17:04:54,459 - DEBUG - Using function parseText
2021-09-15 17:04:54,460 - DEBUG - Using function getCurrency
2021-09-15 17:04:54,461 - DEBUG - Using function getAmount
2021-09-15 17:04:54,461 - DEBUG - Using function getType
2021-09-15 17:04:54,462 - DEBUG - Using function getCurrency
2021-09-15 17:04:54,466 - DEBUG - Using function parseText
2021-09-15 17:04:54,467 - DEBUG - Using function getCurrency
2021-09-15 17:04:54,476 - DEBUG - Using function getAmount
2021-09-15 17:04:54,635 - DEBUG - Using function getType
2021-09-15 17:04:54,636 - DEBUG - Using function getCurrency
2021-09-15 17:04:54,645 - DEBUG - Using function getAmount
2021-09-15 17:04:54,649 - DEBUG - Using function getAmount
2021-09-15 17:04:54,653 - DEBUG - Using function getAmount
2021-09-15 17:04:54,656 - DEBUG - Using function getType
2021-09-15 17:05:52,484 - DEBUG - Using function parseText
2021-09-15 17:05:52,485 - DEBUG - Using function getCurrency
2021-09-15 17:05:52,485 - DEBUG - Using function getAmount
2021-09-15 17:05:52,651 - DEBUG - Using function getType
2021-09-15 17:05:52,652 - DEBUG - Using function getCurrency
2021-09-15 17:05:52,653 - DEBUG - Using function injectData
2021-09-15 17:05:52,661 - INFO - Expense bb5121aa-fa82-4792-bfbd-334ea62c30c8 added to the databse for user testUser
2021-09-15 17:05:52,671 - DEBUG - Using function parseText
2021-09-15 17:05:52,671 - DEBUG - Using function getCurrency
2021-09-15 17:05:52,671 - DEBUG - Using function getAmount
2021-09-15 17:05:52,671 - DEBUG - Using function getType
2021-09-15 17:05:52,671 - DEBUG - Using function getCurrency
2021-09-15 17:05:52,671 - DEBUG - Using function injectData
2021-09-15 17:05:52,675 - INFO - Expense 22a48172-f148-4399-8da3-d058a1469632 added to the databse for user testUser
2021-09-15 17:05:52,681 - DEBUG - Using function checkCompletion
2021-09-15 17:05:52,687 - DEBUG - Using function checkCompletion
2021-09-15 17:05:52,687 - INFO - Missing: ['receipt']
2021-09-15 17:05:52,692 - DEBUG - Using function checkCompletion
2021-09-15 17:05:52,696 - DEBUG - Using function parseText
2021-09-15 17:05:52,697 - DEBUG - Using function getCurrency
2021-09-15 17:05:52,697 - DEBUG - Using function getAmount
2021-09-15 17:05:52,698 - DEBUG - Using function getType
2021-09-15 17:05:52,698 - DEBUG - Using function getCurrency
2021-09-15 17:05:52,704 - DEBUG - Using function parseText
2021-09-15 17:05:52,704 - DEBUG - Using function getCurrency
2021-09-15 17:05:52,705 - DEBUG - Using function getAmount
2021-09-15 17:05:52,705 - DEBUG - Using function getType
2021-09-15 17:05:52,706 - DEBUG - Using function getCurrency
2021-09-15 17:05:52,711 - DEBUG - Using function parseText
2021-09-15 17:05:52,711 - DEBUG - Using function getCurrency
2021-09-15 17:05:52,712 - DEBUG - Using function getAmount
2021-09-15 17:05:52,877 - DEBUG - Using function getType
2021-09-15 17:05:52,878 - DEBUG - Using function getCurrency
2021-09-15 17:05:52,886 - DEBUG - Using function getAmount
2021-09-15 17:05:52,890 - DEBUG - Using function getAmount
2021-09-15 17:05:52,894 - DEBUG - Using function getAmount
2021-09-15 17:05:52,897 - DEBUG - Using function getType
2021-09-15 17:10:12,110 - DEBUG - Using function parseText
2021-09-15 17:10:12,111 - DEBUG - Using function getCurrency
2021-09-15 17:10:12,112 - DEBUG - Using function getAmount
2021-09-15 17:10:12,290 - DEBUG - Using function getType
2021-09-15 17:10:12,291 - DEBUG - Using function getCurrency
2021-09-15 17:10:12,340 - DEBUG - Using function parseText
2021-09-15 17:10:12,342 - DEBUG - Using function getCurrency
2021-09-15 17:10:12,342 - DEBUG - Using function getAmount
2021-09-15 17:10:12,343 - DEBUG - Using function getType
2021-09-15 17:10:12,343 - DEBUG - Using function getCurrency
2021-09-15 17:10:40,119 - DEBUG - Using function parseText
2021-09-15 17:10:40,120 - DEBUG - Using function getCurrency
2021-09-15 17:10:40,121 - DEBUG - Using function getAmount
2021-09-15 17:10:40,311 - DEBUG - Using function getType
2021-09-15 17:10:40,313 - DEBUG - Using function getCurrency
2021-09-15 17:10:40,355 - DEBUG - Using function parseText
2021-09-15 17:10:40,356 - DEBUG - Using function getCurrency
2021-09-15 17:10:40,356 - DEBUG - Using function getAmount
2021-09-15 17:10:40,357 - DEBUG - Using function getType
2021-09-15 17:10:40,358 - DEBUG - Using function getCurrency
2021-09-15 17:15:40,931 - DEBUG - Using function parseText
2021-09-15 17:15:40,932 - DEBUG - Using function getCurrency
2021-09-15 17:15:40,933 - DEBUG - Using function getAmount
2021-09-15 17:15:41,138 - DEBUG - Using function getType
2021-09-15 17:15:41,139 - DEBUG - Using function getCurrency
2021-09-15 17:15:41,198 - DEBUG - Using function parseText
2021-09-15 17:15:41,199 - DEBUG - Using function getCurrency
2021-09-15 17:15:41,200 - DEBUG - Using function getAmount
2021-09-15 17:15:41,200 - DEBUG - Using function getType
2021-09-15 17:15:41,201 - DEBUG - Using function getCurrency
2021-09-15 17:16:13,406 - DEBUG - Using function parseText
2021-09-15 17:16:13,408 - DEBUG - Using function getCurrency
2021-09-15 17:16:13,408 - DEBUG - Using function getAmount
2021-09-15 17:16:13,573 - DEBUG - Using function getType
2021-09-15 17:16:13,575 - DEBUG - Using function getCurrency
2021-09-15 17:16:13,591 - DEBUG - Using function parseText
2021-09-15 17:16:13,591 - DEBUG - Using function getCurrency
2021-09-15 17:16:13,592 - DEBUG - Using function getAmount
2021-09-15 17:16:13,592 - DEBUG - Using function getType
2021-09-15 17:16:13,592 - DEBUG - Using function getCurrency
2021-09-16 09:49:52,766 - DEBUG - Using function parseText
2021-09-16 09:49:52,767 - DEBUG - Using function getCurrency
2021-09-16 09:49:52,767 - DEBUG - Using function getAmount
2021-09-16 09:49:52,937 - DEBUG - Using function getType
2021-09-16 09:49:52,937 - DEBUG - Using function getCurrency
2021-09-16 09:49:52,976 - DEBUG - Using function parseText
2021-09-16 09:49:52,976 - DEBUG - Using function getCurrency
2021-09-16 09:49:52,976 - DEBUG - Using function getAmount
2021-09-16 09:49:52,976 - DEBUG - Using function getType
2021-09-16 09:49:52,976 - DEBUG - Using function getCurrency
2021-09-16 09:49:52,997 - DEBUG - Using function checkCompletion
2021-09-16 09:49:52,998 - DEBUG - Using function checkCompletion
2021-09-16 09:49:52,999 - INFO - Missing: ['receipt']
2021-09-16 09:49:53,000 - DEBUG - Using function checkCompletion
2021-09-16 09:49:53,002 - DEBUG - Using function parseText
2021-09-16 09:49:53,002 - DEBUG - Using function getCurrency
2021-09-16 09:49:53,002 - DEBUG - Using function getAmount
2021-09-16 09:49:53,002 - DEBUG - Using function getType
2021-09-16 09:49:53,002 - DEBUG - Using function getCurrency
2021-09-16 09:49:53,004 - DEBUG - Using function parseText
2021-09-16 09:49:53,004 - DEBUG - Using function getCurrency
2021-09-16 09:49:53,004 - DEBUG - Using function getAmount
2021-09-16 09:49:53,004 - DEBUG - Using function getType
2021-09-16 09:49:53,004 - DEBUG - Using function getCurrency
2021-09-16 09:49:53,006 - DEBUG - Using function parseText
2021-09-16 09:49:53,006 - DEBUG - Using function getCurrency
2021-09-16 09:49:53,006 - DEBUG - Using function getAmount
2021-09-16 09:49:53,213 - DEBUG - Using function getType
2021-09-16 09:49:53,213 - DEBUG - Using function getCurrency
2021-09-16 09:49:53,216 - DEBUG - Using function getAmount
2021-09-16 09:49:53,218 - DEBUG - Using function getAmount
2021-09-16 09:49:53,219 - DEBUG - Using function getAmount
2021-09-16 09:49:53,221 - DEBUG - Using function getType
2021-09-16 09:51:32,357 - DEBUG - Using function parseText
2021-09-16 09:51:32,357 - DEBUG - Using function getCurrency
2021-09-16 09:51:32,357 - DEBUG - Using function getAmount
2021-09-16 09:51:32,511 - DEBUG - Using function getType
2021-09-16 09:51:32,511 - DEBUG - Using function getCurrency
2021-09-16 09:51:32,518 - DEBUG - Using function parseText
2021-09-16 09:51:32,519 - DEBUG - Using function getCurrency
2021-09-16 09:51:32,519 - DEBUG - Using function getAmount
2021-09-16 09:51:32,519 - DEBUG - Using function getType
2021-09-16 09:51:32,519 - DEBUG - Using function getCurrency
2021-09-16 09:51:32,525 - DEBUG - Using function checkCompletion
2021-09-16 09:51:32,526 - DEBUG - Using function checkCompletion
2021-09-16 09:51:32,526 - INFO - Missing: ['receipt']
2021-09-16 09:51:32,528 - DEBUG - Using function checkCompletion
2021-09-16 09:51:32,529 - DEBUG - Using function parseText
2021-09-16 09:51:32,530 - DEBUG - Using function getCurrency
2021-09-16 09:51:32,530 - DEBUG - Using function getAmount
2021-09-16 09:51:32,530 - DEBUG - Using function getType
2021-09-16 09:51:32,530 - DEBUG - Using function getCurrency
2021-09-16 09:51:32,532 - DEBUG - Using function parseText
2021-09-16 09:51:32,532 - DEBUG - Using function getCurrency
2021-09-16 09:51:32,532 - DEBUG - Using function getAmount
2021-09-16 09:51:32,532 - DEBUG - Using function getType
2021-09-16 09:51:32,532 - DEBUG - Using function getCurrency
2021-09-16 09:51:32,534 - DEBUG - Using function parseText
2021-09-16 09:51:32,534 - DEBUG - Using function getCurrency
2021-09-16 09:51:32,534 - DEBUG - Using function getAmount
2021-09-16 09:51:32,754 - DEBUG - Using function getType
2021-09-16 09:51:32,754 - DEBUG - Using function getCurrency
2021-09-16 09:51:32,758 - DEBUG - Using function getAmount
2021-09-16 09:51:32,760 - DEBUG - Using function getAmount
2021-09-16 09:51:32,761 - DEBUG - Using function getAmount
2021-09-16 09:51:32,762 - DEBUG - Using function getType
2021-09-16 11:47:35,261 - DEBUG - Using function parseText
2021-09-16 11:47:35,262 - DEBUG - Using function getCurrency
2021-09-16 11:47:35,262 - DEBUG - Using function getAmount
2021-09-16 11:47:35,435 - DEBUG - Using function getType
2021-09-16 11:47:35,435 - DEBUG - Using function getCurrency
2021-09-16 11:47:35,444 - DEBUG - Using function parseText
2021-09-16 11:47:35,445 - DEBUG - Using function getCurrency
2021-09-16 11:47:35,445 - DEBUG - Using function getAmount
2021-09-16 11:47:35,445 - DEBUG - Using function getType
2021-09-16 11:47:35,445 - DEBUG - Using function getCurrency
2021-09-16 11:47:35,450 - DEBUG - Using function checkCompletion
2021-09-16 11:47:35,452 - DEBUG - Using function checkCompletion
2021-09-16 11:47:35,452 - INFO - Missing: ['receipt']
2021-09-16 11:47:35,454 - DEBUG - Using function checkCompletion
2021-09-16 11:47:35,456 - DEBUG - Using function parseText
2021-09-16 11:47:35,457 - DEBUG - Using function getCurrency
2021-09-16 11:47:35,457 - DEBUG - Using function getAmount
2021-09-16 11:47:35,457 - DEBUG - Using function getType
2021-09-16 11:47:35,457 - DEBUG - Using function getCurrency
2021-09-16 11:47:35,459 - DEBUG - Using function parseText
2021-09-16 11:47:35,459 - DEBUG - Using function getCurrency
2021-09-16 11:47:35,459 - DEBUG - Using function getAmount
2021-09-16 11:47:35,459 - DEBUG - Using function getType
2021-09-16 11:47:35,459 - DEBUG - Using function getCurrency
2021-09-16 11:47:35,461 - DEBUG - Using function parseText
2021-09-16 11:47:35,462 - DEBUG - Using function getCurrency
2021-09-16 11:47:35,462 - DEBUG - Using function getAmount
2021-09-16 11:47:35,632 - DEBUG - Using function getType
2021-09-16 11:47:35,633 - DEBUG - Using function getCurrency
2021-09-16 11:47:35,638 - DEBUG - Using function getAmount
2021-09-16 11:47:35,640 - DEBUG - Using function getAmount
2021-09-16 11:47:35,641 - DEBUG - Using function getAmount
2021-09-16 11:47:35,642 - DEBUG - Using function getType
2021-09-16 11:52:53,783 - DEBUG - Using function parseText
2021-09-16 11:52:53,784 - DEBUG - Using function getCurrency
2021-09-16 11:52:53,784 - DEBUG - Using function getAmount
2021-09-16 11:52:54,008 - DEBUG - Using function getType
2021-09-16 11:52:54,008 - DEBUG - Using function getCurrency
2021-09-16 11:52:54,017 - DEBUG - Using function parseText
2021-09-16 11:52:54,017 - DEBUG - Using function getCurrency
2021-09-16 11:52:54,017 - DEBUG - Using function getAmount
2021-09-16 11:52:54,017 - DEBUG - Using function getType
2021-09-16 11:52:54,017 - DEBUG - Using function getCurrency
2021-09-16 11:52:54,021 - DEBUG - Using function checkCompletion
2021-09-16 11:52:54,023 - DEBUG - Using function checkCompletion
2021-09-16 11:52:54,023 - INFO - Missing: ['receipt']
2021-09-16 11:52:54,024 - DEBUG - Using function checkCompletion
2021-09-16 11:52:54,026 - DEBUG - Using function parseText
2021-09-16 11:52:54,026 - DEBUG - Using function getCurrency
2021-09-16 11:52:54,026 - DEBUG - Using function getAmount
2021-09-16 11:52:54,026 - DEBUG - Using function getType
2021-09-16 11:52:54,026 - DEBUG - Using function getCurrency
2021-09-16 11:52:54,028 - DEBUG - Using function parseText
2021-09-16 11:52:54,028 - DEBUG - Using function getCurrency
2021-09-16 11:52:54,028 - DEBUG - Using function getAmount
2021-09-16 11:52:54,028 - DEBUG - Using function getType
2021-09-16 11:52:54,028 - DEBUG - Using function getCurrency
2021-09-16 11:52:54,030 - DEBUG - Using function parseText
2021-09-16 11:52:54,030 - DEBUG - Using function getCurrency
2021-09-16 11:52:54,031 - DEBUG - Using function getAmount
2021-09-16 11:52:54,231 - DEBUG - Using function getType
2021-09-16 11:52:54,231 - DEBUG - Using function getCurrency
2021-09-16 11:52:54,235 - DEBUG - Using function getAmount
2021-09-16 11:52:54,236 - DEBUG - Using function getAmount
2021-09-16 11:52:54,237 - DEBUG - Using function getAmount
2021-09-16 11:52:54,238 - DEBUG - Using function getType
2021-09-16 12:06:43,139 - DEBUG - Using function parseText
2021-09-16 12:06:43,140 - DEBUG - Using function getCurrency
2021-09-16 12:06:43,141 - DEBUG - Using function getAmount
2021-09-16 12:06:43,324 - DEBUG - Using function getType
2021-09-16 12:06:43,326 - DEBUG - Using function getCurrency
2021-09-16 12:06:43,346 - DEBUG - Using function parseText
2021-09-16 12:06:43,346 - DEBUG - Using function getCurrency
2021-09-16 12:06:43,346 - DEBUG - Using function getAmount
2021-09-16 12:06:43,346 - DEBUG - Using function getType
2021-09-16 12:06:43,346 - DEBUG - Using function getCurrency
2021-09-16 12:06:43,359 - DEBUG - Using function parseText
2021-09-16 12:06:43,359 - DEBUG - Using function getCurrency
2021-09-16 12:06:43,359 - DEBUG - Using function getAmount
2021-09-16 12:06:43,359 - DEBUG - Using function getType
2021-09-16 12:06:43,359 - DEBUG - Using function getCurrency
2021-09-16 12:09:07,692 - DEBUG - Using function parseText
2021-09-16 12:09:07,694 - DEBUG - Using function getCurrency
2021-09-16 12:09:07,694 - DEBUG - Using function getAmount
2021-09-16 12:09:07,872 - DEBUG - Using function getType
2021-09-16 12:09:07,873 - DEBUG - Using function getCurrency
2021-09-16 12:09:07,893 - DEBUG - Using function parseText
2021-09-16 12:09:07,893 - DEBUG - Using function getCurrency
2021-09-16 12:09:07,893 - DEBUG - Using function getAmount
2021-09-16 12:09:07,893 - DEBUG - Using function getType
2021-09-16 12:09:07,893 - DEBUG - Using function getCurrency
2021-09-16 12:09:07,909 - DEBUG - Using function parseText
2021-09-16 12:09:07,909 - DEBUG - Using function getCurrency
2021-09-16 12:09:07,909 - DEBUG - Using function getAmount
2021-09-16 12:09:07,909 - DEBUG - Using function getType
2021-09-16 12:09:07,909 - DEBUG - Using function getCurrency
2021-09-16 12:26:24,875 - DEBUG - Using function parseText
2021-09-16 12:26:24,876 - DEBUG - Using function getCurrency
2021-09-16 12:26:24,879 - DEBUG - Using function getAmount
2021-09-16 12:26:25,036 - DEBUG - Using function getType
2021-09-16 12:26:25,037 - DEBUG - Using function getCurrency
2021-09-16 12:26:25,061 - DEBUG - Using function parseText
2021-09-16 12:26:25,062 - DEBUG - Using function getCurrency
2021-09-16 12:26:25,062 - DEBUG - Using function getAmount
2021-09-16 12:26:25,062 - DEBUG - Using function getType
2021-09-16 12:26:25,062 - DEBUG - Using function getCurrency
2021-09-16 12:26:25,075 - DEBUG - Using function parseText
2021-09-16 12:26:25,075 - DEBUG - Using function getCurrency
2021-09-16 12:26:25,076 - DEBUG - Using function getAmount
2021-09-16 12:26:25,076 - DEBUG - Using function getType
2021-09-16 12:26:25,076 - DEBUG - Using function getCurrency
2021-09-16 12:26:25,089 - DEBUG - Using function checkCompletion
2021-09-16 12:26:25,093 - DEBUG - Using function checkCompletion
2021-09-16 12:26:25,093 - INFO - Missing: ['receipt']
2021-09-16 12:26:25,099 - DEBUG - Using function checkCompletion
2021-09-16 12:26:25,105 - DEBUG - Using function parseText
2021-09-16 12:26:25,105 - DEBUG - Using function getCurrency
2021-09-16 12:26:25,105 - DEBUG - Using function getAmount
2021-09-16 12:26:25,105 - DEBUG - Using function getType
2021-09-16 12:26:25,105 - DEBUG - Using function getCurrency
2021-09-16 12:26:25,115 - DEBUG - Using function parseText
2021-09-16 12:26:25,116 - DEBUG - Using function getCurrency
2021-09-16 12:26:25,116 - DEBUG - Using function getAmount
2021-09-16 12:26:25,117 - DEBUG - Using function getType
2021-09-16 12:26:25,117 - DEBUG - Using function getCurrency
2021-09-16 12:26:25,122 - DEBUG - Using function parseText
2021-09-16 12:26:25,123 - DEBUG - Using function getCurrency
2021-09-16 12:26:25,123 - DEBUG - Using function getAmount
2021-09-16 12:26:25,293 - DEBUG - Using function getType
2021-09-16 12:26:25,294 - DEBUG - Using function getCurrency
2021-09-16 12:26:25,301 - DEBUG - Using function getAmount
2021-09-16 12:26:25,305 - DEBUG - Using function getAmount
2021-09-16 12:26:25,309 - DEBUG - Using function getAmount
2021-09-16 12:26:25,312 - DEBUG - Using function getType
2021-09-16 15:05:59,889 - DEBUG - Using function parseText
2021-09-16 15:05:59,890 - DEBUG - Using function getCurrency
2021-09-16 15:05:59,890 - DEBUG - Using function getAmount
2021-09-16 15:06:00,057 - DEBUG - Using function getType
2021-09-16 15:06:00,057 - DEBUG - Using function getCurrency
2021-09-16 15:06:00,066 - DEBUG - Using function parseText
2021-09-16 15:06:00,066 - DEBUG - Using function getCurrency
2021-09-16 15:06:00,066 - DEBUG - Using function getAmount
2021-09-16 15:06:00,066 - DEBUG - Using function getType
2021-09-16 15:06:00,066 - DEBUG - Using function getCurrency
2021-09-16 15:06:00,072 - DEBUG - Using function parseText
2021-09-16 15:06:00,072 - DEBUG - Using function getCurrency
2021-09-16 15:06:00,072 - DEBUG - Using function getAmount
2021-09-16 15:06:00,072 - DEBUG - Using function getType
2021-09-16 15:06:00,072 - DEBUG - Using function getCurrency
2021-09-16 15:06:00,077 - DEBUG - Using function checkCompletion
2021-09-16 15:06:00,079 - DEBUG - Using function checkCompletion
2021-09-16 15:06:00,079 - INFO - Missing: ['receipt']
2021-09-16 15:06:00,081 - DEBUG - Using function checkCompletion
2021-09-16 15:06:00,084 - DEBUG - Using function parseText
2021-09-16 15:06:00,084 - DEBUG - Using function getCurrency
2021-09-16 15:06:00,084 - DEBUG - Using function getAmount
2021-09-16 15:06:00,084 - DEBUG - Using function getType
2021-09-16 15:06:00,084 - DEBUG - Using function getCurrency
2021-09-16 15:06:00,087 - DEBUG - Using function parseText
2021-09-16 15:06:00,087 - DEBUG - Using function getCurrency
2021-09-16 15:06:00,087 - DEBUG - Using function getAmount
2021-09-16 15:06:00,087 - DEBUG - Using function getType
